Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Manually modified for quantification,Manually modified for annotation,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,KB,KB.1,KB.2,KF,KF.1,KF.2,KN,KN.1,KN.2,YB,YB.1,YB.2,YF,YF.1,YF.2,YN,YN.1,YN.2,YPF,YPF.1,YPF.2,Blood,NIAO
9045,14.622,335.11072,Unknown,[M+H]+,,0.095,True,999,False,False,False,False,False,29.92,YPF1,335.11066:5877052 336.11401:1448489 337.11737:192315,55.01825:5229 57.33645:3231 67.05475:9125 68.9977:4226 72.49225:3379 83.01277:8442 131.04871:5030 149.05978:6447 150.03101:5199 159.04468:10110 163.03876:6950 165.05531:3228 167.03368:5939 173.05956:3695 175.03896:3783 177.01901:4159 177.05476:14841 183.08051:5071 187.03902:32693 187.07506:4253 189.01923:5673 191.03391:3676 201.08987:3717 205.04984:99018 206.05313:5173 211.07436:6416 215.03496:6848 217.04967:4895 219.06509:11092 221.04333:137136 222.0471:14616 226.57736:3376 229.08531:14290 232.0368:5440 233.04572:228798 233.07654:22558 234.04817:23642 234.08495:3380 245.04581:13899 246.0527:33831 247.05893:11260 247.09601:37389 248.10075:3978 257.07983:31527 259.05765:5127 260.06857:42245 261.07016:4115 275.09222:444288 276.09464:57043 277.14182:3872 335.11276:124256 335.22336:4911,0,0,0,0,0,0,0,0,0,0,22526,10694,246795,471070,374398,525945,868561,1041199,5877052,6679548,19232580,11073,811902
9046,11.659,335.11118,Unknown,[M+H]+,,0.143,True,999,False,False,False,False,False,18.88,YF1,335.11142:3798524 336.11477:1081931 337.11813:207266,55.05502:16664 59.04976:14981 67.05475:18961 69.03407:7250 69.07053:7859 71.04952:4454 71.08646:5341 76.02207:11048 79.05482:18410 81.07053:22512 83.04975:8741 84.0448:8157 85.06527:5076 87.04482:3228 90.91781:7909 91.05444:10003 92.99745:4761 93.06987:16824 95.04989:8788 95.08588:16657 97.06483:3833 99.04444:9322 99.32454:3582 102.03741:3769 105.03326:4169 105.07001:14986 105.20496:3512 107.04939:13175 107.08631:28285 108.08836:3526 109.10144:11181 111.07972:5243 117.07047:11103 118.03256:4329 119.0854:13793 121.06558:4399 121.10096:6829 122.02764:29308 124.07667:4342 131.08545:9217 133.06462:5845 133.10101:11960 135.08003:13280 135.11725:3470 137.06088:3643 141.05544:3740 143.08531:8803 145.10121:7524 151.03926:3776 151.07446:3927 153.09138:8111 157.10074:3717 159.11617:6338 164.03654:20181 179.55975:3341 188.58463:3995 192.04283:5636 193.31874:3704 195.03023:3732 205.03104:6244 205.05054:9314 206.03423:4344 207.06456:8304 210.11282:4913 217.05028:14689 220.03749:9552 228.10571:3983 233.04276:11390 234.05141:6169 235.05981:27346 235.14868:4145 239.01895:4818 245.04245:14860 246.05322:6000 249.04091:45482 251.0511:4192 253.08534:5055 261.03772:25991 262.04907:14867 263.05362:193339 264.05994:11996 271.09491:4224 274.11261:6177 275.05325:5387 275.11383:4239 281.1174:5075 285.0744:18831 287.0563:141526 288.06:9399 301.06812:4597 302.07632:6132 317.10294:31084 334.2406:4836 335.11154:438351,0,0,0,18120,18120,18120,114663,99043,99804,84687,66269,86671,3798524,4706220,4014784,3282780,3377939,3213312,46322,110712,632138,79209,3291344
9081,18.506,336.28845,Unknown,[M+NH4]+,ion correlated with 9112; ion correlated with 7396; adduct linked to 8600_[M+H]+,0.095,True,999,False,False,False,False,False,164.48,YB2,336.28845:6152258 337.2918:3019755 338.29516:3063537,50.62794:2701 50.67957:2537 50.69976:2608 50.99997:2613 54.27031:2346 55.05492:26524 57.06501:2610 57.07073:10197 57.99523:2795 58.70236:2761 59.04981:4636 67.05482:57693 69.07059:20724 71.04958:10789 71.08595:6416 79.05499:39753 81.07062:63506 83.0491:3912 83.08572:11537 85.06534:9227 85.66671:3286 91.05453:53990 93.06988:60088 95.04996:7562 95.08604:46794 97.06491:4746 99.04452:8946 101.06026:9793 101.231:3111 105.07022:39459 106.04716:2992 107.08642:32754 109.10198:17679 117.0706:17669 119.08565:34480 121.10122:35527 123.08012:3256 123.11639:4318 129.0695:7523 131.08566:17795 133.10121:29303 134.21777:3386 135.08012:11526 135.11755:20836 143.08542:8192 145.10133:14418 145.44672:3277 147.0806:5570 147.11603:17100 149.09554:6299 149.13181:5585 151.14857:4370 157.10086:8090 159.11629:5326 161.09703:11313 161.13193:8742 163.11104:5702 171.11671:8091 173.13411:3418 175.11038:9089 175.14774:8602 177.16316:7916 185.13312:5448 191.18022:5177 203.18121:7251 207.13821:6670 221.15312:5652 235.16939:6730 245.22827:8469 259.2439:3633 269.2254:14443 280.41272:4229 287.23639:28002 289.7226:3515 305.24805:9508 316.20615:4353 319.26224:25495,9656,1388169,1374844,228608,228608,228608,0,9055,20848,459541,6152258,6056763,649437,29853,59833,591705,0,0,2088,254,31626,4222854,197235
9092,7.759,337.09143,Unknown,[M+H]+,,0.048,True,999,False,False,False,False,False,21.51,YN2,337.09143:3018274 338.09478:634560 339.09814:223481,53.03945:50748 54.04731:7725 55.05484:6507 57.03437:3193 59.04982:8371 69.03413:3834 79.05498:13921 81.0339:25530 81.07049:7681 82.04219:47065 83.04994:15562 84.0807:4942 91.05456:17566 92.84719:3129 95.04999:5711 97.02866:10520 99.04454:6345 104.033:3865 105.07012:6738 107.04972:18038 107.08522:4129 114.65097:3181 117.06938:4570 119.04978:13943 119.08551:5747 128.06311:3952 131.04857:4855 135.04451:34552 136.98801:3276 143.08545:4255 147.0434:39864 148.0479:4151 163.03801:64668 175.0378:26530 176.04146:3512 177.05367:5450 187.03975:9385 189.05725:5735 191.03246:139005 192.03798:15147 193.04901:5267 198.06683:3646 199.0752:10061 201.05299:4255 203.03325:22346 203.07137:3621 205.05074:11459 208.11424:10818 217.05051:9039 219.02954:26149 221.04434:26662 226.06148:8021 227.07022:29740 231.0284:26595 231.06514:8207 234.0517:23865 235.06003:9813 239.48244:3609 245.07909:4406 247.05943:5492 251.05513:8198 255.06319:33678 256.07089:4628 259.05801:3538 263.05392:5460 265.06787:18843 273.07379:24849 277.10693:7412 283.05789:37869 284.06396:6349 289.04108:5453 289.06793:27895 301.06879:112054 302.07086:18790 303.31021:3870 305.10147:4258 306.10898:23325 319.08386:16792 337.12808:223039 337.24976:16332,0,0,0,15959,15959,15959,13790,3698,12530,0,0,0,291413,368679,323104,2924464,3018274,2931855,0,23341,2420,0,2958198
9093,12.83,337.10986,Unknown,[M+H]+,ion correlated with 11116,0.143,True,999,False,False,False,False,False,25.1,YF1,337.10977:4365014 338.11312:1123880 339.11648:365961,55.05479:9665 57.07069:3793 59.04976:11576 67.05472:11315 69.07053:8395 79.0549:11385 81.07049:17300 83.04976:4081 85.06527:3436 91.05444:5298 91.83979:3424 93.07064:11748 95.04989:5225 95.08583:16557 105.07001:13747 107.08622:19109 109.06579:5727 109.10144:9326 117.06927:6841 119.0854:6703 121.06558:4330 121.10096:8345 123.11629:8083 125.06025:3853 131.08545:9832 133.06462:4348 133.10101:8732 135.08003:3877 136.07559:5724 145.10121:7747 147.11771:4261 149.13168:4543 157.10262:3942 159.11617:7725 161.06006:3927 164.0713:6663 165.09055:4285 169.04883:7437 171.11658:4089 173.13182:3455 175.03775:5098 179.03381:9969 188.04547:5193 189.0546:11289 190.06194:8078 191.06982:14757 195.11809:3251 199.1123:4292 200.04816:8205 204.04057:32306 205.05054:4848 206.05667:6571 209.13136:8112 213.12558:4496 216.04095:5637 217.05029:8416 218.05725:97728 219.06534:46947 220.06845:4710 229.08582:3745 231.06491:4076 232.07414:4701 240.07729:5094 242.05705:30681 251.03601:7817 251.43633:3473 257.07983:24018 257.12701:3207 263.03748:9611 264.04367:6346 265.05136:24249 266.05704:3693 272.10519:11814 282.62985:3622 289.05423:30158 290.11523:189105 291.11636:14333 301.14246:5960 301.2168:3374 319.09976:9428 319.22952:5582 337.11005:427736 337.24515:16475,9293,0,10552,0,0,0,227594,314911,282010,501893,463722,498778,4365014,5413150,4971304,714123,784388,765098,0,0,0,488131,754536
9112,18.506,337.2731,Unknown,[M+H]+,ion correlated with 9081; ion correlated with 7396,0.095,True,999,False,False,False,False,False,89.54,YB3,337.2731:7683896 338.27645:1898568 339.27981:210203,53.00271:4477 53.03932:4554 55.01842:5715 55.0549:45114 57.07079:32330 59.0498:6664 59.36216:2909 63.72592:3267 67.05481:84945 68.0584:3267 69.07066:61308 71.04958:15205 71.08598:20499 79.05502:49047 80.05829:3250 81.07048:94703 82.07375:5088 83.0491:4601 83.08585:41114 85.06532:10848 85.1018:11589 86.06057:6097 91.05454:57544 92.05809:5051 93.06986:75316 94.07328:4596 95.04907:4601 95.08604:74587 96.08924:4341 97.0649:15337 97.10126:31816 99.04451:8005 99.09594:3315 100.07609:5933 101.06025:10270 105.07019:47346 107.08631:41233 109.06478:4621 109.10139:22126 111.0809:8282 111.11755:5885 114.09068:5540 117.07049:20141 119.08544:35111 121.10101:48542 123.08011:4985 123.11638:8743 123.4552:3266 125.09615:5308 128.10568:4904 129.0542:5018 129.06949:11659 131.06987:6040 131.08519:21471 133.1011:27340 134.10428:3543 135.08011:12078 135.11757:24882 136.11031:3804 137.13252:4800 139.07484:3496 143.0854:7001 145.10132:14990 145.56488:3570 147.08058:6156 147.11624:27607 149.09552:10867 149.13179:12685 151.14679:7125 153.08969:4076 157.10085:10119 159.11627:6330 161.09509:20037 161.13191:8530 163.11101:8262 163.14856:11757 167.10445:5140 171.10184:4311 171.1167:10054 175.11255:9081 175.14772:7725 177.16313:8926 185.1331:7363 189.12871:4354 191.17769:9720 203.17844:6671 207.13818:3620 221.15309:6370 235.16936:6004 245.22826:7719 259.20428:4326 269.22568:21930 287.23709:42372 288.24109:7827 303.30508:10220 305.24649:15888 319.26215:34567 320.26538:5358 321.31699:14053 337.27472:6337,0,2560175,2680510,695770,695770,695770,2286,0,0,971122,8740876,7683896,1072652,81762,95739,1265200,0,0,28322,71602,130182,5798631,421733
9134,4.448,338.34094,Unknown,[M+H]+,ion correlated with 1620; ion correlated with 2944; ion correlated with 3416; ion correlated with 4266; ion correlated with 5862; ion correlated with 4080; ion correlated with 3008,0.048,True,999,False,False,False,False,False,22.46,YB3,338.34094:4658872 339.34429:1076049 340.34765:201420,53.03933:3535 55.01843:4876 55.05492:64112 57.0708:73045 58.06608:3148 62.36731:2666 67.05489:31749 69.07067:95343 70.07379:5220 71.08609:36217 72.04531:5698 72.08128:9016 75.26472:3353 79.05495:21355 81.07048:52165 83.04982:7984 83.08649:80402 85.06533:2985 85.1018:14448 86.06058:12343 86.09693:8259 91.0545:4306 93.07066:27497 95.08604:45765 97.06496:17217 97.10127:61333 98.10525:4106 100.0761:15419 103.39192:3512 107.08604:27753 109.10183:25002 111.08091:13337 111.1176:17395 114.09184:15228 121.10113:21068 123.11768:8951 125.09616:10410 125.13332:4404 128.10706:9000 128.43771:3336 133.10112:3871 135.1172:21061 137.13254:6695 138.74104:4199 142.12291:5253 149.13142:15725 153.12743:5144 163.14857:8098 163.16833:3542 184.966:3611 198.18579:5001 203.2334:3128 208.79349:3750 226.21622:4735 240.22922:4526 303.30405:25899 304.30948:4556 321.31631:44159 322.31894:6416 338.34052:143412,0,0,0,8965,8965,8965,190801,61778,37732,247594,135753,4658872,531250,205280,561469,154602,165780,206607,0,0,0,1680740,175663
9141,7.582,339.11841,Unknown,[M+H]+,ion correlated with 8052; ion correlated with 10842; similar chromatogram in higher mz_11099,0.143,True,999,False,False,False,False,False,156.6,YN1,339.11829:23482216 340.12164:4238882 341.125:679271,55.05483:7825 56.05019:1208964 57.05359:21713 67.05477:5920 69.07059:7238 70.06601:5990 72.04517:23592 74.06071:3768 79.05496:9087 81.07048:8792 83.08644:4075 85.02889:9831 89.04811:4056 91.05451:12594 95.04997:6050 95.08601:8971 98.06087:312675 99.06416:11482 106.06554:27265 107.04919:65245 110.07196:8410 119.04924:33020 134.05978:57333 135.06822:9273 135.11737:3726 144.05612:8198 144.06595:14815 145.79503:3709 152.07092:15156 163.03995:5928 178.0498:5304 179.19537:3784 196.05989:7675 234.07538:4577 251.10284:57943 293.11331:132445 294.11694:19016 297.10855:174712 298.11099:18014 321.10797:46620 338.34052:4759 339.12003:43021,2586,0,0,20883,20883,20883,349722,383359,361229,89705,103627,108775,2006202,2063133,1863559,23482216,25340212,22531480,32108,57688,136400,100702,23784636
9143,1.289,339.13928,Unknown,[M+H]+,ion correlated with 5211; ion correlated with 7034,0.048,True,999,False,False,False,False,False,81.63,YPF1,339.13928:20435698 340.14263:3570972 341.14599:1573890,53.03912:14628 55.01863:23363 55.05503:9909 56.05013:301210 57.03436:40127 57.05381:12089 60.04494:8492 64.88381:6602 67.05474:12084 68.04999:31568 69.03419:188408 70.0657:32534 71.01338:105788 71.04961:14326 72.04488:131021 72.48873:8067 73.02916:40162 74.02454:13611 74.06088:61722 80.04966:18853 81.03404:95736 82.06553:18871 82.17633:6264 83.04947:94517 84.04514:8989 85.02925:132626 87.03213:13913 88.03948:21377 91.05493:14594 94.02881:22512 94.06513:9122 95.01358:7078 95.04961:13251 96.04519:100528 97.02851:51000 97.06458:23445 98.02296:6615 98.06081:91236 99.04426:107121 100.03972:7800 102.05574:47782 103.03962:7187 106.06557:9556 107.04926:9216 108.04455:12851 109.02895:7941 110.05983:46863 111.04439:69287 112.03952:16892 113.02444:10046 114.05474:11328 115.0395:16329 116.03468:12544 116.07019:55368 116.08212:9108 117.01884:22086 117.05486:7673 117.06567:9886 118.04976:48742 118.06542:13992 120.0663:25021 120.08127:7435 121.00882:11804 122.0609:21851 123.02317:8938 124.03878:20447 125.05906:7737 126.05573:22724 127.03843:43331 130.04999:9813 131.08141:9645 133.00813:9288 134.06018:90191 135.07587:9367 136.07591:20358 138.05421:12609 140.06969:11278 141.01775:10495 143.06955:8999 144.06622:150349 145.00729:7069 146.05957:16494 147.07596:16682 149.00262:31221 152.07146:29465 154.08669:14945 157.0488:51529 159.02374:9464 164.07008:88245 165.06535:7257 166.08524:35881 171.0647:70582 173.00334:66473 175.01698:9455 175.0609:27171 177.08791:49357 180.06642:19227 182.08145:26453 184.09724:11059 185.00311:26965 187.01924:8807 189.07343:15675 191.01384:24348 192.06468:8484 195.07588:14223 196.06137:53235 198.07639:25854 200.09268:94839 201.09526:7134 210.07732:99523 211.07724:12123 213.0863:92159 215.01399:8399 219.00665:24418 225.08719:10794 228.08559:8189 255.09746:291815 256.10156:16520 261.01813:9438 279.11685:13658 285.10654:29726 303.11987:172219 304.12366:20316 321.03928:9406 321.12625:259419 322.13309:21066 339.13922:74363,0,0,0,11757,11757,11757,0,0,15186,619698,950590,4489860,14551,0,0,7055,0,0,20435698,1082312,529462,2020049,2352
9144,1.011,339.13943,Unknown,[2M+H]+,adduct linked to 3438_[M+NH4]+,0.238,True,999,False,False,False,False,False,373.74,YB1,339.13867:20167386 340.14202:3753799 341.14538:2097771,53.03933:8881 55.01843:20461 56.05027:567940 57.03436:26911 60.04507:18249 61.02907:10828 68.04988:35314 69.03422:89616 70.02931:11321 70.06551:153873 72.04481:164677 73.02897:12927 74.02385:12921 74.06067:58140 80.04947:11444 81.03387:43041 82.06529:15161 83.04982:14282 84.04486:17788 84.08145:37803 85.02892:155577 85.08469:11045 86.06058:16740 87.03179:8698 88.03991:15496 94.02917:10899 94.06551:12376 96.04462:55399 97.02858:71443 98.06015:215272 99.04452:23919 100.03908:15722 100.0761:11052 102.05515:63587 108.04476:15564 109.02915:18178 110.05991:30393 111.04317:9841 112.03968:19078 112.05093:10082 112.07591:46814 113.07132:36560 113.0793:28500 114.05476:46057 115.03844:17425 115.08643:12157 116.03479:9270 116.07154:31129 117.06575:20513 118.04988:65091 118.06549:10890 120.06509:9379 122.06091:18650 124.04007:8550 126.05434:21266 127.03849:18377 128.07132:8739 131.08127:28615 134.06052:41391 135.07553:44086 136.07568:12712 138.0555:26641 144.06601:133314 146.08092:15137 152.07091:13142 154.08611:13892 159.07648:50819 160.05884:10821 164.07143:19279 175.10817:14713 176.10347:33868 177.08716:552951 178.09036:14455 182.08022:30056 184.09833:18755 196.05988:16313 198.07472:8712 200.09145:63571 210.07544:25093 213.08739:36092 219.09709:76182 225.08472:7999 228.08636:92982 237.08946:13892 243.09723:13277 250.93439:9337 255.09836:136314 261.10645:12638 279.12134:11683 285.10651:32417 298.31802:8054 303.1196:104059 304.12332:11171 321.13098:96604 339.13916:51135,109673,0,54745,0,0,0,18329,0,9450,20167386,19126300,16424317,5806,21786,28489,20038,0,0,54264336,11224963,41597700,18572668,6679
9145,9.454,339.14359,Unknown,[M+H]+,,0.143,True,999,False,False,False,False,False,96.37,YB1,339.14343:4389217 340.14678:1238104 341.15014:120927,52.72061:2582 53.96901:2692 55.05484:5348 55.39304:3062 57.07033:4807 60.02743:2765 67.05478:5253 69.07059:3258 71.04959:3171 79.05497:5078 80.06714:2840 81.07048:5221 83.01324:4058 83.08573:4069 83.80862:2782 111.23096:3026 115.03963:4842 118.51694:2760 137.02296:5499 151.03938:6462 161.05827:6075 165.05449:3527 179.03432:20866 187.03729:3548 189.05476:4901 191.06999:9402 201.05296:3761 203.03568:5405 221.08142:7340 233.08008:8435 235.06:11346 245.0827:3723 251.093:60323 261.11047:4655 289.10629:6128 293.10516:3387 293.13846:9809 307.1174:22684 308.12067:4108 321.13248:20108 338.34055:4543 339.14468:107660,9696,8375,0,60866,60866,60866,33078,42548,49085,4389217,4110535,4416418,81443,105954,98208,346295,709636,608501,138469,5329,128607,4305390,554811
9146,9.665,339.14365,Unknown,[M+H]+,,0.143,True,999,False,False,False,False,False,126.27,YB1,339.14355:4703528 340.1469:1247022 341.15026:208127,53.03933:3532 55.01843:7412 55.05483:4925 57.07073:2896 59.04981:3771 64.35971:3273 69.07059:6211 71.04958:5767 81.06979:4068 83.01323:9210 95.04909:6307 105.0701:4749 107.04948:3101 115.03886:17929 115.08409:2987 119.08549:3542 123.04388:4812 131.04855:4278 133.06473:10556 137.02296:12619 137.05948:4884 145.06488:5435 149.0593:4167 151.03938:8810 153.05379:4754 159.04399:5934 161.06042:27725 163.03796:5015 166.06255:4294 175.04008:4177 177.05363:6791 178.06107:4280 179.03394:48072 179.07031:4104 187.0397:7488 189.05475:11489 191.0699:20729 193.04898:4101 197.02672:3580 201.05295:4292 203.03293:7108 203.07133:4097 205.0507:6393 206.05682:5238 207.06473:6486 215.10762:6004 217.05046:7101 218.05772:5861 221.04712:3863 221.08182:20996 229.086:3734 233.07985:31057 233.11719:8293 235.0602:24796 243.10083:4954 245.08267:3723 249.07504:7500 251.09285:152931 252.09572:10317 257.12332:3174 259.05795:9245 261.11044:6467 273.07425:6475 275.12271:3506 279.12137:5621 289.10629:8889 293.13892:32469 294.14053:4795 307.11777:66532 308.12064:6201 321.13226:37875 322.13794:4941 339.14465:316282,9854,0,0,48922,48922,48922,0,15903,0,4703528,4350416,4783280,129579,135746,109504,540411,500737,716691,152941,57692,344823,4612408,585946
9177,5.996,341.12292,Unknown,[M+H]+,,0.143,True,999,False,False,False,False,False,96.19,YN1,341.12283:18029026 342.12618:3613626 343.12954:544589,55.01842:19577 55.05482:6077 57.03435:7790 59.0498:17311 67.05476:10428 68.9977:22087 69.03412:14129 69.07057:5711 71.04958:6220 73.02896:8712 75.04413:5622 79.05495:9775 81.03379:6589 81.07047:5601 83.01322:19877 83.04981:10755 85.02888:13425 91.0545:14767 93.06985:12718 95.04927:32470 95.086:8668 97.02863:7590 97.0649:11749 101.02384:93850 103.05476:7899 105.07008:18729 107.04964:23859 109.06478:21108 111.04427:8075 121.0644:13533 123.04413:67218 125.06033:7481 127.03848:15787 133.06471:16176 135.04439:6723 137.02304:36454 137.05954:77077 139.07484:6328 141.05394:6359 145.06485:9739 147.04338:5957 149.0594:26613 151.03954:93085 151.07478:25952 153.05382:71744 155.03366:9835 161.06035:35798 163.03795:16640 163.07545:19448 164.0455:13633 165.01826:18294 165.05453:180033 166.05847:8081 167.03268:62395 167.06963:5682 169.04893:13827 173.06067:11437 175.03786:13871 175.07521:6143 177.05365:84254 177.0916:19357 179.03395:179046 179.06973:34307 180.03772:11391 181.08464:20984 183.06511:10039 183.11916:5781 189.05431:38174 190.06279:24649 191.035:40893 191.06995:11865 192.04297:7362 193.04889:37414 193.08456:6540 195.06395:10665 205.05067:10834 205.08676:116354 207.06461:263311 208.06863:18788 209.04549:20156 216.04109:14486 217.05054:28337 219.06575:30311 221.08138:15981 223.09692:40710 229.08597:7274 231.06506:13302 234.04817:7074 235.06021:68852 236.06454:7643 237.07526:45398 241.10771:42625 245.07901:6808 247.05965:52939 248.06412:6198 249.07491:181835 250.07709:13995 259.09747:7682 263.09024:8165 265.0722:20071 265.10571:21328 267.08496:1026021 268.0896:88032 285.09735:7274 287.08899:14457 295.11896:14597 305.10138:13100 323.11023:68121 324.11539:7495 341.12555:1001676,0,0,0,36171,36171,36171,606448,547332,546444,0,0,0,644901,739594,729969,18029026,18726402,16899370,0,11885,215426,0,17884933
9195,1.014,342.13788,Unknown,[M+H]+,ion correlated with 11226; ion correlated with 1146; ion correlated with 925,0.238,True,999,False,False,False,False,False,398.41,YF1,342.13895:14756412 343.1423:2308178 344.14566:399495,53.03929:9187 55.01847:46832 57.03439:52316 61.029:23421 67.03858:3014 69.0341:190212 70.0654:3838 71.04953:10985 73.02898:33745 81.03365:27080 81.07042:3331 83.04977:4433 85.02883:475416 86.03252:11882 87.04483:4317 91.79308:3534 97.02857:110270 98.03242:5407 99.04444:40330 101.02371:37218 105.07003:3279 107.04941:3613 109.02904:22342 111.04533:3926 115.0397:17766 127.03967:297530 128.04237:14541 133.05008:4214 139.039:5260 145.04971:236578 146.05235:10401 151.03928:6324 157.95576:3295 163.05943:38533 166.49147:3430 180.08803:3536 199.05905:4629 218.99501:3481 223.06154:9022 229.0694:7346 253.0701:4849 259.08151:6085 271.08224:10853 285.33472:3850 289.0921:13703 325.11356:11062 342.14349:7610,2066448,902954,460537,1635474,1635474,1635474,45281,0,11968,893109,798455,630531,14756412,16941570,13645389,747038,741424,484405,335067360,31664758,676480768,774032,657622
9214,11.226,343.11725,Unknown,[M+H]+,,0.048,True,999,False,False,False,False,False,11.15,YN1,343.11725:3082429 344.1206:1144966 345.12396:0,55.01844:3522 55.05484:5957 57.03437:4513 67.05479:6315 69.03413:3711 69.07059:4771 70.75066:2922 75.41605:3193 77.74497:2727 79.05498:11439 81.07049:8909 82.06602:6082 84.08131:27783 85.02891:8181 87.94756:2751 91.05453:14810 92.06482:3036 93.06988:7725 95.04999:5304 95.08611:18137 98.06013:8513 99.04454:4556 99.08101:3416 103.05479:4577 105.07012:8138 107.0495:5787 107.08627:6174 109.06482:3838 109.10155:8122 111.04431:4214 115.05368:7300 117.06938:5302 119.04978:4582 119.08551:9193 122.03664:4009 129.10152:5081 133.10115:3467 137.0594:48582 137.09602:5457 138.06474:3150 143.04813:4309 144.06598:7967 145.0649:7250 145.10136:3870 149.05933:6771 155.10696:5751 157.10277:3487 159.04401:3542 160.05119:8083 161.05829:3598 165.87805:3090 175.07526:9053 177.06931:10784 186.02985:10218 189.12383:4576 194.07309:11803 195.07951:3991 201.05452:18795 205.06435:38065 206.07089:4899 211.07524:4484 221.05963:8056 222.06758:25814 227.06728:4558 233.06004:28085 234.06523:12662 237.08902:29364 239.06825:3972 247.07417:6696 249.05644:7195 250.06181:31337 251.07021:9365 254.09279:3325 261.0545:7489 262.0614:3468 264.08057:5785 265.08463:55163 266.09021:6415 267.06433:3843 277.05008:3454 278.05865:10795 279.0993:6250 282.09018:4641 283.09482:6899 292.07056:17506 293.0816:51192 294.08319:5416 297.10849:18186 307.09702:54660 310.08426:10428 325.10852:83686 325.2149:17346 326.11124:7949 343.11813:6589 343.19049:5396,0,0,2616,56125,56125,56125,0,0,0,14541,0,0,389704,517083,375086,3082429,2960463,2943756,82936,97649,2416272,4847,2995549
9241,10.701,344.18176,Unknown,[M+H]+,ion correlated with 11348; ion correlated with 7649,0.095,True,999,False,False,False,False,False,12.27,YN2,344.18161:3122502 345.18496:1530888 346.18832:430111,55.05484:3075 56.05029:401788 57.05358:5231 67.05479:8867 68.46867:3240 69.0706:3809 70.06602:6448 74.02448:6107 79.05499:5925 81.0705:9515 84.08143:5959 85.02892:6658 85.06536:4581 90.05592:3330 93.06989:13904 95.08603:8974 98.02424:4261 98.0602:171184 99.06418:4018 102.0561:6402 103.85612:3779 105.07013:11297 107.08523:5531 109.10155:4683 119.08552:5878 121.06445:4434 121.10109:4960 131.08559:5046 133.10115:5047 137.05951:9379 139.13091:3701 144.06601:59908 145.10136:6325 157.10091:4410 159.11633:6540 175.11043:3360 185.13318:4693 198.22026:3221 213.12875:3548 225.61412:3322 229.52072:3275 248.16428:18016 298.17645:5797 300.15759:25498 301.17746:3810 302.17133:52736 303.17502:6296 326.17227:21718 343.19052:8568 344.18018:20552,0,0,0,4337,4337,4337,55138,53478,55322,8097,0,8815,183402,349263,250737,2947475,3122502,3322213,4194,5232,24235,5637,3130730
9269,0.789,345.07343,Unknown,[M+H]+,,0.048,True,999,False,False,False,False,False,22.6,YN2,345.07343:6318040 346.07678:1638794 347.08014:603184,54.3755:2717 56.70859:2606 59.37563:2410 75.17503:3176 93.06989:5021 102.53788:3087 121.10236:3596 137.05951:6950 200.98814:3091 327.19183:3939 345.07193:18437 345.20712:6570,0,0,0,19295,19295,19295,0,15919,58070,1148311,21900,19965,7254,26046,0,227436,6318040,1367537,0,0,0,396725,2637671
9270,14.335,345.08685,Unknown,[M+H]+,similar chromatogram in higher mz_9561,0.286,True,999,False,False,False,False,False,1073.39,YB1,345.08685:125099120 346.0902:36907480 347.09356:4156624,116.05019:60450 128.04936:360789 146.06099:161900 162.05528:36127 172.03957:28964 190.04935:156332 193.22205:20602 228.07973:25548 230.0988:36977 231.09171:84879 253.07405:39262 254.08502:24653 255.09016:486822 256.09787:455275 257.10779:368107 271.0867:128732 273.10388:136245 275.07886:95380 283.08569:49439 299.08157:586204 300.08401:90626 301.0976:599576 302.09644:31998 317.09286:340485 318.09686:48073 327.07385:46844 345.08542:8450993,26116,0,0,0,0,0,1560499,1864108,1818604,125099120,104857544,118747336,30177820,43588396,33395136,1540568,1899213,1651304,0,48089,178665,116234667,1697028
9288,7.929,345.21332,Unknown,[M+H]+,ion correlated with 4543; ion correlated with 8061; ion correlated with 6716,0.095,True,999,False,False,False,False,False,120.6,YN1,345.21332:10227285 346.21667:2764551 347.22003:402354,56.05019:8267 58.0405:11575 60.21842:3722 67.05478:6492 68.04989:11557 69.04514:56076 69.07059:3763 71.04968:43865 72.04474:3739 74.02386:8538 74.06011:10210 76.03975:6035 76.05106:3943 79.05497:4093 81.07049:4161 82.25317:3441 84.08142:5391 85.0289:4407 86.03575:17060 86.09694:5012 91.25508:3399 93.06987:6295 95.08602:10581 96.05622:9000 98.06033:136540 99.06416:5534 100.07611:3876 102.05511:14001 102.09143:172107 103.09547:4480 105.3895:3320 107.08627:3722 110.07197:6123 127.11187:14320 128.08234:8819 128.10709:7020 144.06604:110823 154.1333:4087 170.12769:431222 171.13264:17640 202.15515:206776 203.15652:10256 227.55151:3841 238.1873:3911 270.42337:3815 313.18848:41501 345.09152:9330 345.21344:180910,0,8146,0,94574,94574,94574,206584,347597,289060,4806,0,0,534769,564097,501114,10227285,9710863,9612028,123975,130906,423918,1602,9850059
